cic,industry,obs,employment,members,covered,percentmem,percentcov,year
190,"Paints, varnishes, and related products ",74000,53831,4375,5071,8.13,9.42,2002
191,Agricultural chemicals ,68000,38231,1733,1733,4.53,4.53,2002
192,Industrial and miscellaneous chemicals ,618000,422824,61712,68784,14.6,16.27,2002
200,Petroleum refining ,197000,135385,32976,32976,24.36,24.36,2002
201,Miscellaneous petroleum and coal products ,39000,29520,2973,2973,10.07,10.07,2002
210,Tires and inner tubes ,122000,93104,29329,32017,31.5,34.39,2002
211,"Other rubber products, and plastics footwear and belting ",178000,117833,12850,13575,10.91,11.52,2002
212,Miscellaneous plastics products ,733000,502809,37277,38681,7.41,7.69,2002
220,Leather tanning and finishing ,15000,9433,3593,3593,38.09,38.09,2002
221,"Footwear, except rubber and plastic ",65000,33699,2765,4312,8.21,12.8,2002
222,"Leather products, except footwear ",32000,17577,675,675,3.85,3.85,2002
5000,"MANUFACTURING, DURABLE GOODS",15043000,10170161,1587997,1662904,15.61,16.35,2002
230,Logging ,130000,74045,2241,3000,3.03,4.05,2002
231,"Sawmills, planing mills, and millwork ",593000,364260,35132,36249,9.64,9.95,2002
232,Wood buildings and mobile homes ,94000,69356,3163,3163,4.56,4.56,2002
241,Miscellaneous wood products ,186000,115945,6084,6084,5.25,5.25,2002
242,Furniture and fixtures ,766000,558080,42687,47416,7.65,8.5,2002
250,Glass and glass products ,205000,144538,34101,34701,23.59,24.01,2002
251,"Cement, concrete, gypsum, and plaster products ",304000,194644,26939,27593,13.84,14.18,2002
252,Structural clay products ,41000,32223,6872,6872,21.33,21.33,2002
261,Pottery and related products ,41000,29893,5730,5730,19.17,19.17,2002
262,Miscellaneous nonmetallic mineral and stone products ,142000,100864,13136,13136,13.02,13.02,2002
270,"Blast furnaces, steelworks, rolling and finishing mills ",415000,280933,104098,106991,37.05,38.08,2002
271,Iron and steel foundries ,111000,77249,24931,24931,32.27,32.27,2002
272,Primary aluminum industries ,159000,114873,41692,43390,36.29,37.77,2002
280,Other primary metal industries ,243000,163558,27483,27600,16.8,16.87,2002
281,"Cutlery, handtools, and general hardware ",178000,112257,19183,20090,17.09,17.9,2002
282,Fabricated structural metal products ,748000,505778,73611,78773,14.55,15.57,2002
290,Screw machine products ,83000,59747,8545,8545,14.3,14.3,2002
291,Metal forgings and stampings ,137000,93461,29850,29850,31.94,31.94,2002
292,Ordnance ,69000,34934,5987,7150,17.14,20.47,2002
300,Miscellaneous fabricated metal products ,476000,327575,45827,46279,13.99,14.13,2002
301,Not specified metal industries,4000,4288,0,0,0.0,0.0,2002
310,Engines and turbines ,89000,64196,13336,14432,20.77,22.48,2002
311,Farm machinery and equipment ,191000,92519,17590,19905,19.01,21.52,2002
312,Construction and material handling machines ,292000,189138,44686,45763,23.63,24.2,2002
320,Metalworking machinery ,296000,202545,16242,19490,8.02,9.62,2002
321,Office and accounting machines ,55000,31336,1041,1041,3.32,3.32,2002
322,Computers and related equipment ,550000,386705,5174,7695,1.34,1.99,2002
331,"Machinery, except electrical, n.e.c. ",1423000,975821,113198,116611,11.6,11.95,2002
332,Not specified machinery,7000,5167,970,970,18.79,18.79,2002
340,Household appliances ,146000,105748,22749,25091,21.51,23.73,2002
341,"Radio, TV, and communication equipment ",423000,312052,19802,21250,6.35,6.81,2002
342,"Electrical machinery, equipment, and supplies, n.e.c. ",1617000,1036811,99607,106085,9.61,10.23,2002
350,"Not specified electrical machinery, equipment, and supplies",15000,15443,742,742,4.81,4.81,2002
351,Motor vehicles and motor vehicle equipment ,1512000,1162148,404669,413523,34.82,35.58,2002
352,Aircraft and parts ,600000,388326,100405,109085,25.86,28.09,2002
360,Ship and boat building and repairing ,274000,149307,31818,33206,21.31,22.24,2002
361,Railroad locomotives and equipment ,29000,19324,11623,11858,60.15,61.37,2002
362,"Guided missiles, space vehicles, and parts ",315000,253673,33083,38196,13.04,15.06,2002
370,Cycles and miscellaneous transportation equipment ,140000,84977,16353,17915,19.24,21.08,2002
371,Scientific and controlling instruments ,285000,187402,10334,10934,5.51,5.83,2002
372,"Medical, dental, and optical instruments and supplies ",544000,358895,13942,15455,3.88,4.31,2002
380,Photographic equipment and supplies ,99000,72594,5565,5565,7.67,7.67,2002
381,"Watches, clocks, and clockwork operated devices ",6000,4235,0,0,0.0,0.0,2002
390,"Toys, amusement, and sporting goods ",196000,124118,8831,10363,7.12,8.35,2002
391,Miscellaneous manufacturing industries ,644000,365029,22981,24223,6.3,6.64,2002
392,Not specified manufacturing industries,170000,124128,15941,15941,12.84,12.84,2002
6000,TRANSPORTATION,8432000,5614489,1847622,1951199,32.91,34.75,2002
400,Railroads ,465000,258955,175430,180027,67.75,69.52,2002
401,Bus service and urban transit ,977000,690767,248653,262478,36.0,38.0,2002
402,Taxicab service ,128000,94924,9456,9674,9.96,10.19,2002
410,Trucking service ,3201000,2154985,396287,420748,18.39,19.52,2002
411,Warehousing and storage ,284000,208053,20959,21850,10.07,10.5,2002
412,U.S. Postal Service ,1396000,873650,614910,655385,70.38,75.02,2002
420,Water transportation ,269000,188956,50761,53553,26.86,28.34,2002
421,Air transportation ,1197000,814952,305737,321237,37.52,39.42,2002
422,"Pipe lines, except natural gas ",30000,10077,1106,1106,10.98,10.98,2002
432,Services incidental to transportation ,485000,319167,24318,25137,7.62,7.88,2002
7000,COMMUNICATIONS,2786000,1901515,380110,404045,19.99,21.25,2002
440,Radio and television broadcasting and cable ,743000,475378,46085,52768,9.69,11.1,2002
441,Telephone communications ,1997000,1395891,331556,348808,23.75,24.99,2002
442,Telegraph and miscellaneous communications services ,46000,30244,2468,2468,8.16,8.16,2002
8000,UTILITIES AND SANITARY SERVICES,2265000,1442738,423363,459934,29.34,31.88,2002
450,Electric light and power ,1005000,614030,175017,187887,28.5,30.6,2002
451,Gas and steam supply systems ,212000,118371,31474,33276,26.59,28.11,2002
452,"Electric and gas, and other combinations ",158000,120104,55565,57304,46.26,47.71,2002
470,Water supply and irrigation ,381000,255986,70362,80189,27.49,31.33,2002
471,Sanitary services ,503000,329942,89762,100095,27.21,30.34,2002
472,Not specified utilities,6000,4303,1181,1181,27.45,27.45,2002
9000,WHOLESALE TRADE,6726000,4455172,219205,237373,4.92,5.33,2002
500,Motor vehicles and equipment ,322000,225643,9017,9422,4.0,4.18,2002
501,Furniture and home furnishings ,131000,91397,3943,3943,4.31,4.31,2002
502,Lumber and construction materials ,254000,175281,4554,4554,2.6,2.6,2002
510,Professional and commercial equipment and supplies ,605000,423416,9292,10426,2.19,2.46,2002
511,"Metals and minerals, except petroleum ",113000,75412,6545,6739,8.68,8.94,2002
512,Electrical goods ,372000,256278,2477,2477,0.97,0.97,2002
521,"Hardware, plumbing and heating supplies ",410000,271351,14436,15274,5.32,5.63,2002
530,"Machinery, equipment, and supplies ",852000,522518,12309,14750,2.36,2.82,2002
531,Scrap and waste materials ,205000,137612,10222,13726,7.43,9.97,2002
532,"Miscellaneous wholesale, durable goods ",178000,120545,5083,5083,4.22,4.22,2002
540,Paper and paper products ,210000,145802,6012,7461,4.12,5.12,2002
541,"Drugs, chemicals and allied products ",368000,271159,10517,10517,3.88,3.88,2002
542,"Apparel, fabrics, and notions ",146000,100434,2733,2733,2.72,2.72,2002
550,Groceries and related products ,1363000,906563,94557,100990,10.43,11.14,2002
551,Farm-product raw materials ,174000,81894,3611,4057,4.41,4.95,2002
552,Petroleum products ,176000,110763,3393,4448,3.06,4.02,2002
560,Alcoholic beverages ,203000,134424,10872,10975,8.09,8.16,2002
561,Farm supplies ,225000,124904,841,841,0.67,0.67,2002
562,"Miscellaneous wholesale, nondurable goods ",388000,254235,7294,7460,2.87,2.93,2002
571,Not specified wholesale trade,31000,25532,1487,1487,5.83,5.83,2002
10000,RETAIL TRADE,31331000,20749573,924549,1023136,4.46,4.93,2002
580,Lumber and building material retailing ,1001000,647025,15946,18994,2.46,2.94,2002
581,Hardware stores ,309000,190479,1484,1484,0.78,0.78,2002
582,Retail nurseries and garden stores ,183000,114934,1897,1897,1.65,1.65,2002
590,Mobile home dealers ,49000,33250,0,0,0.0,0.0,2002
591,Department stores ,3312000,2187644,60896,65924,2.78,3.01,2002
592,Variety stores ,188000,144723,1996,1996,1.38,1.38,2002
600,Miscellaneous general merchandise stores ,288000,189345,12486,14097,6.59,7.45,2002
601,Grocery stores ,4256000,2745567,557834,583919,20.32,21.27,2002
602,Dairy products stores ,34000,24963,797,797,3.2,3.2,2002
610,Retail bakeries ,306000,186227,11615,12603,6.24,6.77,2002
611,"Food stores, n.e.c. ",277000,176858,8308,8660,4.7,4.9,2002
612,Motor vehicle dealers ,1899000,1237955,38560,42829,3.11,3.46,2002
620,Auto and home supply stores ,661000,425151,10026,11672,2.36,2.75,2002
621,Gasoline service stations ,460000,307016,3124,5050,1.02,1.64,2002
622,Miscellaneous vehicle dealers ,213000,136473,3055,3894,2.24,2.85,2002
623,"Apparel and accessory stores, except shoe ",1061000,731032,9577,14331,1.31,1.96,2002
630,Shoe stores ,185000,138531,1963,1963,1.42,1.42,2002
631,Furniture and home furnishings stores ,871000,562330,11250,15865,2.0,2.82,2002
632,Household appliance stores ,100000,70800,865,865,1.22,1.22,2002
633,"Radio, TV, and computer stores ",713000,521470,5429,7105,1.04,1.36,2002
640,Music stores ,170000,122356,598,1309,0.49,1.07,2002
641,Eating and drinking places ,9927000,6718570,78417,111095,1.17,1.65,2002
642,Drug stores ,971000,650158,45308,50306,6.97,7.74,2002
650,Liquor stores ,142000,93436,4767,4767,5.1,5.1,2002
651,"Sporting goods, bicycles, and hobby stores ",569000,380833,2939,2939,0.77,0.77,2002
652,Book and stationery stores ,420000,274137,3815,3815,1.39,1.39,2002
660,Jewelry stores ,227000,149778,1700,1700,1.14,1.14,2002
661,"Gift, novelty, and souvenir shops ",286000,184673,1474,1474,0.8,0.8,2002
662,"Sewing, needlework and piece goods stores ",80000,48740,637,637,1.31,1.31,2002
663,Catalog and mail order houses ,249000,136656,660,830,0.48,0.61,2002
670,Vending machine operators ,87000,60320,2340,3265,3.88,5.41,2002
671,Direct selling establishments ,171000,112533,1551,1551,1.38,1.38,2002
672,Fuel dealers ,212000,101542,3599,3599,3.54,3.54,2002
681,Retail florists ,188000,111450,0,0,0.0,0.0,2002
682,Miscellaneous retail stores ,1095000,704708,14657,16926,2.08,2.4,2002
691,Not specified retail trade,171000,127893,4965,4965,3.88,3.88,2002
11000,"FINANCE, INSURANCE, AND REAL ESTATE",12217000,7900753,182204,227460,2.31,2.88,2002
700,Banking ,3082000,1926727,24320,32179,1.26,1.67,2002
701,"Savings institutions, including credit unions ",474000,285358,12603,14186,4.42,4.97,2002
702,"Credit agencies, n.e.c. ",1220000,788581,5586,9557,0.71,1.21,2002
710,"Security, commodity brokerage, and investment companies ",1285000,888957,7852,16009,0.88,1.8,2002
711,Insurance ,3478000,2207103,50996,63935,2.31,2.9,2002
712,"Real estate, including real estate-insurance offices ",2678000,1804024,80845,91591,4.48,5.08,2002
12000,BUSINESS AND REPAIR SERVICES,10824000,7547854,241428,296472,3.2,3.93,2002
721,Advertising ,324000,229232,3502,4971,1.53,2.17,2002
722,Services to dwellings and other buildings ,1015000,707318,54193,59877,7.66,8.47,2002
731,Personnel supply services ,1269000,913274,14340,21031,1.57,2.3,2002
732,Computer and data processing services ,2446000,1741316,15554,29429,0.89,1.69,2002
740,Detective and protective services ,943000,687257,39938,50243,5.81,7.31,2002
741,"Business services, n.e.c. ",2458000,1661496,46962,56728,2.83,3.41,2002
742,"Automotive rental and leasing, without drivers ",224000,155683,6585,6585,4.23,4.23,2002
750,Automotive parking and carwashes ,213000,152474,10984,10984,7.2,7.2,2002
751,Automotive repair and related services ,1305000,876655,26995,30913,3.08,3.53,2002
752,Electrical repair shops ,95000,67761,5209,5209,7.69,7.69,2002
760,Miscellaneous repair services ,532000,355383,17161,20497,4.83,5.77,2002
13000,PERSONAL SERVICES,5809000,3589069,142532,157119,3.97,4.38,2002
761,Private Households ,1131000,804508,5729,6603,0.71,0.82,2002
762,Hotels and Motels ,2496000,1317313,111143,119119,8.44,9.04,2002
770,"Lodging places, except hotels and motels ",181000,96125,680,766,0.71,0.8,2002
771,"Laundry, cleaning, and garment services ",556000,377974,14501,16983,3.84,4.49,2002
772,Beauty shops ,887000,609954,1311,1559,0.22,0.26,2002
780,Barber shops ,54000,40846,1553,1553,3.8,3.8,2002
781,Funeral service and crematories ,139000,93246,3677,3677,3.94,3.94,2002
782,Shoe repair shops ,5000,3504,0,0,0.0,0.0,2002
790,Dressmaking shops ,6000,3863,0,0,0.0,0.0,2002
791,Miscellaneous personal services ,354000,241732,3935,6855,1.63,2.84,2002
14000,ENTERTAINMENT AND RECREATION SERVICES,12037000,7710783,961195,1087475,12.47,14.1,2002
800,Theaters and motion pictures ,688000,504827,81636,94659,16.17,18.75,2002
801,Video tape rental ,142000,92253,526,526,0.57,0.57,2002
802,Bowling centers ,57000,36662,368,368,1.0,1.0,2002
810,Miscellaneous entertainment and recreation services ,2747000,1775324,123712,140732,6.97,7.93,2002
15000,"MEDICAL SERVICES, EXCEPT HOSPITALS",10236000,6491242,431498,476080,6.65,7.33,2002
812,Offices and clinics of physicians ,2540000,1610200,50989,58030,3.17,3.6,2002
820,Offices and clinics of dentists ,917000,581263,10308,12694,1.77,2.18,2002
821,Offices and clinics of chiropractors ,128000,84529,0,482,0.0,0.57,2002
822,Offices and clinics of optometrists ,72000,50585,448,448,0.89,0.89,2002
830,"Offices and clinics of health practitioners, n.e.c. ",86000,56371,2662,2662,4.72,4.72,2002
831,HOSPITALS ,8403000,5301715,754952,851188,14.24,16.05,2002
832,Nursing and personal care facilities ,3058000,1875915,168844,186683,9.0,9.95,2002
840,"Health services, n.e.c. ",3435000,2232376,198244,215079,8.88,9.63,2002
16000,OTHER PROFESSIONAL SERVICES,8556000,5539742,157581,185831,2.84,3.35,2002
841,Legal services ,1713000,1104422,18845,21107,1.71,1.91,2002
17000,EDUCATIONAL SERVICES,18225000,11389190,3975035,4449686,34.9,39.07,2002
842,Elementary and secondary schools ,12660000,7952920,3486102,3877417,43.83,48.75,2002
850,Colleges and universities ,4855000,2989417,437933,514095,14.65,17.2,2002
851,Vocational schools ,120000,80523,11948,13546,14.84,16.82,2002
852,Libraries ,294000,173430,26611,29956,15.34,17.27,2002
860,"Educational services, n.e.c. ",296000,192898,12438,14669,6.45,7.6,2002
18000,SOCIAL SERVICES,4787000,2997072,217098,245997,7.24,8.21,2002
861,Job training and vocational rehabilitation services ,389000,217759,10230,12219,4.7,5.61,2002
862,Child day care services ,1551000,1007141,23941,30865,2.38,3.06,2002
863,Family child care homes ,31000,23051,0,0,0.0,0.0,2002
870,"Residential care facilities, without nursing ",833000,512632,24482,30659,4.78,5.98,2002
871,"Social services, n.e.c. ",1983000,1236487,158443,172252,12.81,13.93,2002
872,"Museums, art galleries, and zoos ",204000,112657,7673,9262,6.81,8.22,2002
873,Labor unions ,128000,79328,63421,64231,79.95,80.97,2002
880,Religious organizations ,1571000,1001712,2954,11981,0.29,1.2,2002
881,"Membership organizations, n.e.c. ",647000,370224,9155,9292,2.47,2.51,2002
882,"Engineering, architectural, and surveying services ",1307000,854934,19203,23271,2.25,2.72,2002
890,"Accounting, auditing, and bookkeeping services ",836000,573984,7359,8725,1.28,1.52,2002
891,"Research, development, and testing services ",1014000,676243,19744,24521,2.92,3.63,2002
892,Management and public relations services ,1059000,715258,6968,11180,0.97,1.56,2002
893,Miscellaneous professional and related services ,77000,50975,2256,2256,4.43,4.43,2002
19000,PUBLIC ADMINISTRATION,9944000,6161318,1993634,2217299,32.36,35.99,2002
900,Executive and legislative offices ,286000,154427,13254,18024,8.58,11.67,2002
901,"General government, n.e.c. ",1252000,789634,190945,212699,24.18,26.94,2002
910,"Justice, public order, and safety ",3781000,2535291,1115955,1173518,44.02,46.29,2002
921,"Public finance, taxation, and monetary policy ",622000,399100,132016,153072,33.08,38.35,2002
922,Administration of human resources programs ,1434000,856409,239450,281483,27.96,32.87,2002
930,Administration of environmental quality and housing programs ,553000,256285,57780,73630,22.55,28.73,2002
931,Administration of economic programs ,1108000,630263,177329,202424,28.14,32.12,2002
932,National security and international affairs ,908000,539905,66901,102445,12.39,18.97,2002
