cic,industry,obs,employment,members,covered,percentmem,percentcov,year
3190,"Machinery manufacturing, n.e.c.",921000,690027,56975,62670,8.26,9.08,2006
3290,Not specified machinery manufacturing,9000,3857,676,676,17.52,17.52,2006
3360,Computer and peripheral equipment manufacturing,419000,341467,1686,4187,0.49,1.23,2006
3370,"Communications, audio, and video equipment manufacturing",220000,174821,3728,6570,2.13,3.76,2006
3380,"Navigational, measuring, electromedical, & control instruments manufacturin",372000,240455,17684,20588,7.35,8.56,2006
3390,"Electronic component and product manufacturing, n.e.c.",1002000,739017,19936,23114,2.7,3.13,2006
3470,Household appliance manufacturing,120000,95388,22350,23075,23.43,24.19,2006
3490,"Electrical lighting, equipment, and supplies manufacturing, n.e.c.",583000,440866,33912,36417,7.69,8.26,2006
3570,Motor vehicles and motor vehicle equipment manufacturing,1570000,1377526,358121,369612,26.0,26.83,2006
3580,Aircraft and parts manufacturing,537000,363838,76098,85997,20.92,23.64,2006
3590,Aerospace products and parts manufacturing,336000,263819,42309,45197,16.04,17.13,2006
3670,Railroad rolling stock manufacturing,35000,26448,8799,8799,33.27,33.27,2006
3680,Ship and boat building,252000,160415,33049,39587,20.6,24.68,2006
3690,Other transportation equipment manufacturing,63000,45958,6772,6772,14.74,14.74,2006
3770,Sawmills and wood preservation,189000,125742,14726,17692,11.71,14.07,2006
3780,"Veneer, plywood, and engineered wood products",105000,66382,6561,7700,9.88,11.6,2006
3790,Prefabricated wood buildings and mobile homes,90000,68317,1831,2550,2.68,3.73,2006
3870,Miscellaneous wood products,362000,244657,14482,14482,5.92,5.92,2006
3890,Furniture and related product manufacturing,823000,657345,32881,36333,5.0,5.53,2006
3960,Medical equipment and supplies manufacturing,698000,503966,12314,12937,2.44,2.57,2006
3970,"Toys, amusement, and sporting goods manufacturing",176000,117825,5837,7001,4.95,5.94,2006
3980,"Miscellaneous manufacturing, n.e.c.",550000,366339,34312,34462,9.37,9.41,2006
3990,Not specified manufacturing industries,207000,189684,26660,27865,14.06,14.69,2006
6000,WHOLESALE TRADE,5608000,4111638,202078,215643,4.91,5.24,2006
4070,"Motor vehicles, parts and supplies, merchant wholesalers",297000,229610,8465,8465,3.69,3.69,2006
4080,"Furniture and home furnishing, merchant wholesalers",105000,78489,2588,2588,3.3,3.3,2006
4090,"Lumber and other construction materials, merchant wholesalers",299000,210116,7886,8385,3.75,3.99,2006
4170,"Professional and commercial equipment and supplies, merchant wholesalers",553000,407440,9117,10983,2.24,2.7,2006
4180,"Metals and minerals, except petroleum, merchant wholesalers",103000,77631,3342,3342,4.31,4.31,2006
4190,"Electrical goods, merchant wholesalers",388000,309838,10467,11427,3.38,3.69,2006
4260,"Hardware, plumbing and heating equipment, and supplies, merchant wholesaler",256000,178737,7456,7456,4.17,4.17,2006
4270,"Machinery, equipment, and supplies, merchant wholesalers",720000,517953,17242,17342,3.33,3.35,2006
4280,"Recyclable material, merchant wholesalers",126000,97581,2319,5983,2.38,6.13,2006
4290,"Miscellaneous durable goods, merchant wholesalers",161000,125843,663,663,0.53,0.53,2006
4370,"Paper and paper products, merchant wholesalers",119000,81128,2061,2956,2.54,3.64,2006
4380,"Drugs, sundries, and chemical and allied products, merchant  wholesalers",334000,265096,8869,9653,3.35,3.64,2006
4390,"Apparel, fabrics, and notions, merchant wholesalers",117000,95532,5698,5698,5.96,5.96,2006
4470,"Groceries and related products, merchant wholesalers",1086000,785811,88452,93101,11.26,11.85,2006
4480,"Farm product raw materials, merchant wholesalers",94000,48337,1939,1939,4.01,4.01,2006
4490,"Petroleum and petroleum products, merchant wholesalers",188000,122573,2979,2979,2.43,2.43,2006
4560,"Alcoholic beverages, merchant wholesalers",196000,142007,12922,13068,9.1,9.2,2006
4570,"Farm supplies, merchant wholesalers",95000,58225,436,436,0.75,0.75,2006
4580,"Miscellaneous  nondurable goods, merchant wholesalers",243000,185452,6901,6901,3.72,3.72,2006
4585,"Wholesale electronic markets, agents and brokers",88000,65881,1840,1840,2.79,2.79,2006
4590,Not specified wholesale trade,40000,28349,428,428,1.51,1.51,2006
7000,RETAIL TRADE,21033000,15237790,765466,823219,5.02,5.4,2006
4670,Automobile dealers,1861000,1360787,44118,45240,3.24,3.32,2006
4680,Other motor vehicle dealers,227000,162337,1882,1882,1.16,1.16,2006
4690,"Auto parts, accessories, and tire stores",623000,466731,12133,12534,2.6,2.69,2006
4770,Furniture and home furnishings stores,775000,609307,9816,10838,1.61,1.78,2006
4780,Household appliance stores,97000,64829,1464,2021,2.26,3.12,2006
4790,"Radio, TV, and computer stores",729000,552228,2327,5105,0.42,0.92,2006
4870,Building material and supplies dealers,1454000,1046657,22255,25547,2.13,2.44,2006
4880,Hardware stores,289000,190513,2421,2421,1.27,1.27,2006
4890,Lawn and garden equipment and supplies stores,349000,224515,2107,2107,0.94,0.94,2006
4970,Grocery stores,3565000,2506341,479588,504895,19.14,20.14,2006
4980,Specialty food stores,252000,181647,8428,8428,4.64,4.64,2006
4990,"Beer, wine, and liquor stores",150000,105140,5495,6879,5.23,6.54,2006
5070,Pharmacies and drug stores,1071000,790417,36708,40843,4.64,5.17,2006
5080,"Health and personal care, except drug, stores",306000,233674,2660,3918,1.14,1.68,2006
5090,Gasoline stations,721000,491103,11552,11552,2.35,2.35,2006
5170,"Clothing and accessories, except shoe, stores",1132000,837677,7163,9031,0.86,1.08,2006
5180,Shoe stores,184000,141693,3111,3111,2.2,2.2,2006
5190,"Jewelry, luggage, and leather goods stores",228000,160480,1523,1523,0.95,0.95,2006
5270,"Sporting goods, camera, and hobby and toy stores",588000,385496,1763,2431,0.46,0.63,2006
5280,"Sewing, needlework, and piece goods stores",74000,48129,1079,1079,2.24,2.24,2006
5290,Music stores,125000,94302,680,680,0.72,0.72,2006
5370,Book stores and news dealers,229000,174188,2547,2547,1.46,1.46,2006
5380,Department stores and discount stores,3265000,2439662,64911,71504,2.66,2.93,2006
5390,Miscellaneous general merchandise stores,586000,429070,13013,17616,3.03,4.11,2006
5470,Retail florists,189000,131118,0,902,0.0,0.69,2006
5480,Office supplies and stationery stores,215000,162358,2079,3293,1.28,2.03,2006
5490,Used merchandise stores,181000,135091,0,0,0.0,0.0,2006
5570,"Gift, novelty, and souvenir shops",260000,176285,3585,3585,2.03,2.03,2006
5580,Miscellaneous retail stores,423000,316125,5425,5425,1.72,1.72,2006
5590,Electronic shopping,70000,57511,0,0,0.0,0.0,2006
5591,Electronic auctions,14000,8356,0,0,0.0,0.0,2006
5592,Mail order houses,157000,92035,1783,2304,1.94,2.5,2006
5670,Vending machine operators,75000,60811,3993,3993,6.57,6.57,2006
5680,Fuel dealers,151000,79819,4107,4238,5.15,5.31,2006
5690,Other direct selling establishments,159000,109215,2920,2920,2.67,2.67,2006
5790,Not specified retail trade,259000,212125,2814,2814,1.33,1.33,2006
8000,TRANSPORTATION & WAREHOUSING,7644000,5633515,1718571,1831032,30.51,32.5,2006
6070,Air transportation,757000,530161,261259,273695,49.28,51.62,2006
6080,Rail transportation,418000,264808,187621,187725,70.85,70.89,2006
6090,Water transportation,103000,68507,10839,10936,15.82,15.96,2006
6170,Truck transportation,2186000,1622556,194127,205173,11.96,12.65,2006
6180,Bus service and urban transit,748000,562989,221711,227434,39.38,40.4,2006
6190,Taxi and limousine service,177000,146037,11474,17052,7.86,11.68,2006
6270,Pipeline transportation,72000,35249,3219,3320,9.13,9.42,2006
6280,Scenic and sightseeing transportation,42000,19905,916,916,4.61,4.61,2006
6290,Services incidental to transportation,786000,621211,119006,128439,19.16,20.68,2006
6370,Postal Service,1174000,807461,511400,562504,63.33,69.66,2006
6380,Couriers and messengers,785000,621281,171215,183427,27.56,29.52,2006
6390,Warehousing and storage,396000,333343,25778,30407,7.73,9.12,2006
9000,INFORMATION,4448000,3312247,411173,447397,12.41,13.51,2006
6470,Newspaper publishers,654000,440058,50060,53870,11.38,12.24,2006
6480,"Publishing, except newspapers and software",398000,294957,7932,9016,2.69,3.06,2006
6490,Software publishing,136000,108397,0,0,0.0,0.0,2006
6570,Motion pictures and video industries,341000,283128,31788,32881,11.23,11.61,2006
6590,Sound recording industries,20000,15948,0,0,0.0,0.0,2006
6670,Radio and television broadcasting and cable,732000,528132,30728,39699,5.82,7.52,2006
6675,Internet publishing and broadcasting,18000,15799,0,0,0.0,0.0,2006
6680,Wired telecommunications carriers,1125000,844610,196938,210955,23.32,24.98,2006
6690,Other telecommunications services,418000,341960,48211,50340,14.1,14.72,2006
6692,Internet service providers,76000,62741,0,0,0.0,0.0,2006
6695,"Data processing, hosting, and related services",139000,97085,0,0,0.0,0.0,2006
6770,Libraries and archives,339000,238052,45247,49562,19.01,20.82,2006
6780,Other information services,52000,41373,265,1071,0.64,2.59,2006
10000,FINANCE & INSURANCE,9344000,6661224,143607,179814,2.16,2.7,2006
6870,Banking and related activities,2768000,1947717,30337,41248,1.56,2.12,2006
6880,"Savings institutions, including credit unions",462000,301412,8651,9989,2.87,3.31,2006
6890,Non-depository credit and related activities,1520000,1119647,13755,16808,1.23,1.5,2006
6970,"Securities, commodities, funds, trusts, and other financial investments",1339000,1013864,13507,21987,1.33,2.17,2006
6990,Insurance carriers and related activities,3255000,2278582,77356,89781,3.39,3.94,2006
11000,REAL ESTATE & RENTAL & LEASING,3257000,2436483,102265,108924,4.2,4.47,2006
7070,Real estate,2600000,1962875,74501,81066,3.8,4.13,2006
7080,Automotive equipment rental and leasing,248000,181307,16600,16600,9.16,9.16,2006
7170,Video tape and disk rental,133000,91405,712,712,0.78,0.78,2006
7180,Other consumer goods rental,131000,103701,2700,2700,2.6,2.6,2006
7190,"Commercial, industrial, and other intangible assets rental and leasing",145000,97193,7750,7844,7.97,8.07,2006
12000,"PROF., SCIENTIFIC, TECHNICAL SERVICES",9308000,6829515,117234,150853,1.72,2.21,2006
7270,Legal services,1837000,1316496,20872,24366,1.59,1.85,2006
7280,"Accounting, tax preparation, bookkeeping, and payroll services",874000,649084,8240,11321,1.27,1.74,2006
7290,"Architectural, engineering, and related services",1777000,1290812,38270,45853,2.96,3.55,2006
7370,Specialized design services,210000,166919,319,684,0.19,0.41,2006
7380,Computer systems design and related services,1802000,1383961,18159,23967,1.31,1.73,2006
7390,"Management, scientific, and technical consulting services",875000,620356,8550,10973,1.38,1.77,2006
7460,Scientific research and development services,774000,554587,15317,22094,2.76,3.98,2006
7470,Advertising and related services,527000,401843,5351,7215,1.33,1.8,2006
7480,Veterinary services,327000,232662,725,725,0.31,0.31,2006
7490,"Other professional, scientific, and technical services",305000,212790,1425,3651,0.67,1.72,2006
13000,MANAGEMENT & RELATED SERVICES,6595000,4968147,227398,261566,4.58,5.26,2006
7570,Management of companies and enterprises,194000,144812,5824,9040,4.02,6.24,2006
7580,Employment services,1323000,990132,17231,23575,1.74,2.38,2006
7590,Business support services,825000,601151,8823,11600,1.47,1.93,2006
7670,Travel arrangements and reservation services,302000,201094,1460,2148,0.73,1.07,2006
7680,Investigation and security services,856000,676498,47710,53194,7.05,7.86,2006
7690,Services to buildings and dwellings,1215000,901031,49942,54918,5.54,6.1,2006
7770,Landscaping services,1040000,821849,15127,20174,1.84,2.45,2006
7780,Other administrative and other support services,317000,246940,12210,13323,4.94,5.4,2006
7790,Waste management and remediation services,523000,384636,69067,73590,17.96,19.13,2006
14000,EDUCATIONAL SERVICES,17651000,12194346,4072317,4583153,33.4,37.58,2006
7860,Elementary and secondary schools,12065000,8377099,3582004,3993930,42.76,47.68,2006
7870,"Colleges and universities, including junior colleges",4930000,3327105,464129,558759,13.95,16.79,2006
7880,"Business, technical, and trade schools and training",140000,106181,8877,8877,8.36,8.36,2006
7890,"Other schools, instruction, and educational services",516000,383959,17306,21586,4.51,5.62,2006
15000,HEALTH CARE & SOCIAL ASSISTANCE,22767000,16012150,1440902,1612070,9.0,10.07,2006
7970,Offices of physicians,2164000,1567227,37209,47171,2.37,3.01,2006
7980,Offices of dentists,983000,700755,8106,11096,1.16,1.58,2006
7990,Offices of chiropractors,138000,98328,1350,1350,1.37,1.37,2006
8070,Offices of optometrists,117000,86362,1854,1854,2.15,2.15,2006
8080,Offices of other health practitioners,226000,158761,4999,4999,3.15,3.15,2006
8090,Outpatient care centers,1281000,886088,72041,85118,8.13,9.61,2006
8170,Home health care services,1104000,831930,65793,70237,7.91,8.44,2006
8180,Other health care services,1485000,1048571,86925,99881,8.29,9.53,2006
8190,Hospitals,8136000,5727675,778836,877970,13.6,15.33,2006
8270,Nursing care facilities,2610000,1769610,147974,155567,8.36,8.79,2006
8290,"Residential care facilities, without nursing",1013000,668070,37702,41070,5.64,6.15,2006
8370,Individual and family services,1492000,1049106,149226,159591,14.22,15.21,2006
8380,"Community food and housing, and emergency services",171000,115578,5699,5699,4.93,4.93,2006
8390,Vocational rehabilitation services,336000,219650,9433,13134,4.29,5.98,2006
8470,Child day care services,1511000,1084432,33747,37325,3.11,3.44,2006
16000,"ARTS, ENTERTAINMENT, & RECREATION",3145000,2140387,169523,188861,7.92,8.82,2006
8560,"Independent artists, performing arts, spectator sports, & related industrie",462000,342858,38738,42543,11.3,12.41,2006
8570,"Museums, art galleries, historical sites, and similar institutions",517000,348931,51271,55304,14.69,15.85,2006
8580,Bowling centers,63000,42539,160,160,0.38,0.38,2006
8590,"Other amusement, gambling, and recreation industries",2103000,1406058,79353,90853,5.64,6.46,2006
17000,ACCOMODATION & FOOD SERVICES,12461000,8927034,222697,254491,2.49,2.85,2006
8660,Traveler accommodation,2178000,1341591,130584,141151,9.73,10.52,2006
8670,"Recreational vehicle parks and camps, and rooming and boarding houses",144000,89831,1875,1875,2.09,2.09,2006
8680,Restaurants and other food services,9846000,7291786,88863,110089,1.22,1.51,2006
8690,"Drinking places, alcoholic beverages",293000,203825,1373,1373,0.67,0.67,2006
18000,"OTHER SERVICES, EXC. PUBLIC ADMIN.",7822000,5728043,186425,208026,3.25,3.63,2006
8770,Automotive repair and maintenance,1181000,897961,14056,16185,1.57,1.8,2006
8780,Car washes,193000,157527,3034,3034,1.93,1.93,2006
8790,Electronic and precision equipment repair and maintenance,171000,140422,4565,4565,3.25,3.25,2006
8870,Commercial and industrial machinery and equipment repair and maintenance,301000,234527,19017,19017,8.11,8.11,2006
8880,Personal and household goods repair and maintenance,137000,105985,1651,2668,1.56,2.52,2006
8890,Footwear and leather goods repair,3000,2863,0,0,0.0,0.0,2006
8970,Barber shops,60000,48346,2600,2600,5.38,5.38,2006
8980,Beauty salons,767000,584377,1863,3597,0.32,0.62,2006
8990,Nail salons and other personal care services,246000,201244,922,2057,0.46,1.02,2006
9070,Drycleaning and laundry services,390000,283405,13397,14667,4.73,5.18,2006
9080,"Funeral homes, cemeteries, and crematories",164000,112514,6293,8425,5.59,7.49,2006
9090,Other personal services,267000,200455,12004,13443,5.99,6.71,2006
9160,Religious organizations,1469000,1055186,11301,13584,1.07,1.29,2006
9170,"Civic, social, advocacy organizations, and grantmaking and giving services",975000,617482,19359,22958,3.14,3.72,2006
9180,Labor unions,118000,82812,64790,68054,78.24,82.18,2006
9190,"Business, professional, political, and similar organizations",308000,186900,5949,7051,3.18,3.77,2006
9290,Private households,1072000,816027,5617,6111,0.69,0.75,2006
19000,PUBLIC ADMINISTRATION,9789000,6514829,2039789,2243421,31.31,34.44,2006
9370,Executive offices and legislative bodies,1274000,828175,174848,193089,21.11,23.32,2006
9380,Public finance activities,532000,349277,108379,115926,31.03,33.19,2006
9390,Other general government and support,170000,106575,18954,22211,17.79,20.84,2006
9470,"Justice, public order, and safety activities",3782000,2771990,1181937,1248912,42.64,45.05,2006
9480,Administration of human resource programs,1337000,825758,229280,262422,27.77,31.78,2006
9490,Administration of environmental quality and housing programs,614000,342750,91214,109163,26.61,31.85,2006
9570,Administration of economic programs and space research,948000,591169,159615,176408,27.0,29.84,2006
9590,National security and international affairs,1132000,699132,75559,115287,10.81,16.49,2006
