cic,industry,obs,employment,members,covered,percentmem,percentcov,year
381,"Watches, clocks, and clockwork operated devices ",10000,7658,0,0,0.0,0.0,2001
390,"Toys, amusement, and sporting goods ",158000,115299,9389,9717,8.14,8.43,2001
391,Miscellaneous manufacturing industries ,617000,399233,27166,29096,6.8,7.29,2001
392,Not specified manufacturing industries,159000,128726,19392,20766,15.07,16.13,2001
6000,TRANSPORTATION,7851000,5620084,1866044,1972269,33.2,35.09,2001
400,Railroads ,420000,256999,181082,186368,70.46,72.52,2001
401,Bus service and urban transit ,868000,625982,224324,238032,35.84,38.03,2001
402,Taxicab service ,121000,83752,7520,8819,8.98,10.53,2001
410,Trucking service ,2918000,2113172,407265,430472,19.27,20.37,2001
411,Warehousing and storage ,214000,169813,14353,14353,8.45,8.45,2001
412,U.S. Postal Service ,1252000,870694,591350,631022,67.92,72.47,2001
420,Water transportation ,246000,180687,44110,47658,24.41,26.38,2001
421,Air transportation ,1245000,926411,364601,381618,39.36,41.19,2001
422,"Pipe lines, except natural gas ",22000,9279,782,859,8.43,9.26,2001
432,Services incidental to transportation ,545000,383291,30653,33063,8.0,8.63,2001
7000,COMMUNICATIONS,2789000,2042230,419626,440384,20.55,21.56,2001
440,Radio and television broadcasting and cable ,689000,466617,40795,44842,8.74,9.61,2001
441,Telephone communications ,2065000,1551248,377610,394322,24.34,25.42,2001
442,Telegraph and miscellaneous communications services ,35000,24364,1220,1220,5.01,5.01,2001
8000,UTILITIES AND SANITARY SERVICES,2027000,1375769,422102,449983,30.68,32.71,2001
450,Electric light and power ,912000,589472,174827,186480,29.66,31.64,2001
451,Gas and steam supply systems ,162000,99845,33928,34895,33.98,34.95,2001
452,"Electric and gas, and other combinations ",164000,137805,58792,59026,42.66,42.83,2001
470,Water supply and irrigation ,316000,227485,66913,73193,29.41,32.17,2001
471,Sanitary services ,446000,304605,84044,92049,27.59,30.22,2001
472,Not specified utilities,27000,16553,3594,4338,21.72,26.21,2001
9000,WHOLESALE TRADE,6344000,4551538,245967,267058,5.4,5.87,2001
500,Motor vehicles and equipment ,317000,242669,16910,18335,6.97,7.56,2001
501,Furniture and home furnishings ,112000,90145,4126,4126,4.58,4.58,2001
502,Lumber and construction materials ,260000,181569,7782,9035,4.29,4.98,2001
510,Professional and commercial equipment and supplies ,630000,443343,10445,14383,2.36,3.24,2001
511,"Metals and minerals, except petroleum ",104000,76234,10573,11171,13.87,14.65,2001
512,Electrical goods ,398000,307721,9030,9676,2.93,3.14,2001
521,"Hardware, plumbing and heating supplies ",385000,286805,7142,8303,2.49,2.9,2001
530,"Machinery, equipment, and supplies ",810000,539571,20176,24986,3.74,4.63,2001
531,Scrap and waste materials ,220000,160610,16631,17703,10.35,11.02,2001
532,"Miscellaneous wholesale, durable goods ",174000,140472,6040,6040,4.3,4.3,2001
540,Paper and paper products ,163000,116170,5744,5744,4.94,4.94,2001
541,"Drugs, chemicals and allied products ",342000,250555,4833,6000,1.93,2.39,2001
542,"Apparel, fabrics, and notions ",134000,105619,3611,3611,3.42,3.42,2001
550,Groceries and related products ,1174000,850013,95724,98420,11.26,11.58,2001
551,Farm-product raw materials ,158000,84064,399,399,0.48,0.48,2001
552,Petroleum products ,177000,122669,4939,6011,4.03,4.9,2001
560,Alcoholic beverages ,184000,135425,15586,16841,11.51,12.44,2001
561,Farm supplies ,196000,114138,1207,1207,1.06,1.06,2001
562,"Miscellaneous wholesale, nondurable goods ",373000,280768,4095,4095,1.46,1.46,2001
571,Not specified wholesale trade,33000,22969,965,965,4.2,4.2,2001
10000,RETAIL TRADE,29016000,20640440,941471,1034201,4.56,5.01,2001
580,Lumber and building material retailing ,924000,646009,26503,29855,4.1,4.62,2001
581,Hardware stores ,297000,208224,1876,3875,0.9,1.86,2001
582,Retail nurseries and garden stores ,183000,114312,1209,2032,1.06,1.78,2001
590,Mobile home dealers ,53000,40214,0,0,0.0,0.0,2001
591,Department stores ,3050000,2196269,68190,73054,3.1,3.33,2001
592,Variety stores ,211000,159980,0,0,0.0,0.0,2001
600,Miscellaneous general merchandise stores ,292000,178523,12022,12022,6.73,6.73,2001
601,Grocery stores ,3994000,2796249,554019,578917,19.81,20.7,2001
602,Dairy products stores ,27000,24776,140,678,0.57,2.74,2001
610,Retail bakeries ,285000,186694,9388,9590,5.03,5.14,2001
611,"Food stores, n.e.c. ",278000,199260,4108,5451,2.06,2.74,2001
612,Motor vehicle dealers ,1701000,1185754,35922,42557,3.03,3.59,2001
620,Auto and home supply stores ,591000,425829,3376,5639,0.79,1.32,2001
621,Gasoline service stations ,488000,331079,3261,3870,0.99,1.17,2001
622,Miscellaneous vehicle dealers ,173000,115883,875,875,0.76,0.76,2001
623,"Apparel and accessory stores, except shoe ",987000,725834,6618,8913,0.91,1.23,2001
630,Shoe stores ,179000,135814,2362,2362,1.74,1.74,2001
631,Furniture and home furnishings stores ,777000,552346,4074,4532,0.74,0.82,2001
632,Household appliance stores ,89000,69553,2551,2974,3.67,4.28,2001
633,"Radio, TV, and computer stores ",650000,513798,5854,8466,1.14,1.65,2001
640,Music stores ,154000,116747,1289,1950,1.1,1.67,2001
641,Eating and drinking places ,9068000,6494752,99780,124192,1.54,1.91,2001
642,Drug stores ,903000,649863,45976,50934,7.07,7.84,2001
650,Liquor stores ,148000,110309,5376,5376,4.87,4.87,2001
651,"Sporting goods, bicycles, and hobby stores ",544000,392447,3088,4226,0.79,1.08,2001
652,Book and stationery stores ,452000,317370,4888,4888,1.54,1.54,2001
660,Jewelry stores ,198000,138998,924,924,0.67,0.67,2001
661,"Gift, novelty, and souvenir shops ",252000,183739,3665,4605,1.99,2.51,2001
662,"Sewing, needlework and piece goods stores ",73000,50138,0,0,0.0,0.0,2001
663,Catalog and mail order houses ,225000,134618,3160,3900,2.35,2.9,2001
670,Vending machine operators ,71000,53811,3723,5375,6.92,9.99,2001
671,Direct selling establishments ,162000,108654,3106,3106,2.86,2.86,2001
672,Fuel dealers ,179000,106778,8755,8755,8.2,8.2,2001
681,Retail florists ,189000,134853,0,0,0.0,0.0,2001
682,Miscellaneous retail stores ,985000,691008,8697,13611,1.26,1.97,2001
691,Not specified retail trade,184000,149939,6679,6679,4.45,4.45,2001
11000,"FINANCE, INSURANCE, AND REAL ESTATE",11151000,7835642,193434,253896,2.47,3.24,2001
700,Banking ,2810000,1905684,19957,34004,1.05,1.78,2001
701,"Savings institutions, including credit unions ",440000,283839,12078,13440,4.26,4.74,2001
702,"Credit agencies, n.e.c. ",1087000,773746,7354,11826,0.95,1.53,2001
710,"Security, commodity brokerage, and investment companies ",1233000,920696,15261,20224,1.66,2.2,2001
711,Insurance ,3191000,2215529,44034,61226,1.99,2.76,2001
712,"Real estate, including real estate-insurance offices ",2390000,1736145,94748,113174,5.46,6.52,2001
12000,BUSINESS AND REPAIR SERVICES,10599000,7963052,264886,306329,3.33,3.85,2001
721,Advertising ,331000,247030,5040,5040,2.04,2.04,2001
722,Services to dwellings and other buildings ,940000,693819,64431,70276,9.29,10.13,2001
731,Personnel supply services ,1280000,987199,22129,29629,2.24,3.0,2001
732,Computer and data processing services ,2716000,2143075,29687,39681,1.39,1.85,2001
740,Detective and protective services ,783000,573083,33630,35259,5.87,6.15,2001
741,"Business services, n.e.c. ",2296000,1660953,44556,51368,2.68,3.09,2001
742,"Automotive rental and leasing, without drivers ",231000,172477,11961,13506,6.94,7.83,2001
750,Automotive parking and carwashes ,240000,181654,4638,6310,2.55,3.47,2001
751,Automotive repair and related services ,1164000,866595,23671,26366,2.73,3.04,2001
752,Electrical repair shops ,98000,67903,4858,6176,7.16,9.1,2001
760,Miscellaneous repair services ,520000,369260,20278,22714,5.49,6.15,2001
13000,PERSONAL SERVICES,5440000,3649326,191019,204843,5.23,5.61,2001
761,Private Households ,1141000,824257,11540,11935,1.4,1.45,2001
762,Hotels and Motels ,2347000,1401957,138961,146113,9.91,10.42,2001
770,"Lodging places, except hotels and motels ",163000,105416,1657,1657,1.57,1.57,2001
771,"Laundry, cleaning, and garment services ",501000,374410,22084,26064,5.9,6.96,2001
772,Beauty shops ,762000,559210,8191,8793,1.46,1.57,2001
780,Barber shops ,56000,46056,2641,2641,5.74,5.74,2001
781,Funeral service and crematories ,132000,95601,1094,1094,1.15,1.15,2001
782,Shoe repair shops ,8000,5371,0,0,0.0,0.0,2001
790,Dressmaking shops ,2000,1441,0,0,0.0,0.0,2001
791,Miscellaneous personal services ,328000,235601,4846,6543,2.06,2.78,2001
14000,ENTERTAINMENT AND RECREATION SERVICES,10832000,7372038,912089,1028719,12.37,13.95,2001
800,Theaters and motion pictures ,607000,458989,66000,70850,14.38,15.44,2001
801,Video tape rental ,141000,101164,1076,1076,1.06,1.06,2001
802,Bowling centers ,46000,35437,794,794,2.24,2.24,2001
810,Miscellaneous entertainment and recreation services ,2389000,1644411,144712,160806,8.8,9.78,2001
15000,"MEDICAL SERVICES, EXCEPT HOSPITALS",8968000,6113538,412261,465147,6.74,7.61,2001
812,Offices and clinics of physicians ,2236000,1548793,48580,56551,3.14,3.65,2001
820,Offices and clinics of dentists ,838000,564482,6381,6381,1.13,1.13,2001
821,Offices and clinics of chiropractors ,107000,71295,221,221,0.31,0.31,2001
822,Offices and clinics of optometrists ,57000,43186,0,161,0.0,0.37,2001
830,"Offices and clinics of health practitioners, n.e.c. ",90000,52107,2179,2503,4.18,4.81,2001
831,HOSPITALS ,7649000,5132034,699505,795192,13.63,15.49,2001
832,Nursing and personal care facilities ,2554000,1684555,163042,179901,9.68,10.68,2001
840,"Health services, n.e.c. ",3086000,2149118,191856,219425,8.93,10.21,2001
16000,OTHER PROFESSIONAL SERVICES,7700000,5379413,170186,200128,3.16,3.72,2001
841,Legal services ,1522000,1075735,28476,31152,2.65,2.9,2001
17000,EDUCATIONAL SERVICES,16544000,11223952,3880408,4388103,34.57,39.1,2001
842,Elementary and secondary schools ,11385000,7754483,3376312,3803756,43.54,49.05,2001
850,Colleges and universities ,4506000,3023885,449297,527243,14.86,17.44,2001
851,Vocational schools ,121000,88134,12188,12188,13.83,13.83,2001
852,Libraries ,261000,169865,28077,28947,16.53,17.04,2001
860,"Educational services, n.e.c. ",271000,187583,14531,15967,7.75,8.51,2001
18000,SOCIAL SERVICES,4414000,3015846,198313,227540,6.58,7.54,2001
861,Job training and vocational rehabilitation services ,377000,241305,13020,15252,5.4,6.32,2001
862,Child day care services ,1446000,1057321,27233,37189,2.58,3.52,2001
863,Family child care homes ,44000,31291,0,178,0.0,0.57,2001
870,"Residential care facilities, without nursing ",846000,563242,38877,44489,6.9,7.9,2001
871,"Social services, n.e.c. ",1701000,1122686,119180,130430,10.62,11.62,2001
872,"Museums, art galleries, and zoos ",204000,132645,9248,9807,6.97,7.39,2001
873,Labor unions ,93000,63701,46075,46075,72.33,72.33,2001
880,Religious organizations ,1378000,940863,6057,11920,0.64,1.27,2001
881,"Membership organizations, n.e.c. ",577000,348182,10801,11920,3.1,3.42,2001
882,"Engineering, architectural, and surveying services ",1109000,801485,23154,31743,2.89,3.96,2001
890,"Accounting, auditing, and bookkeeping services ",769000,557152,4437,4864,0.8,0.87,2001
891,"Research, development, and testing services ",943000,658216,25257,27615,3.84,4.2,2001
892,Management and public relations services ,1024000,744035,14270,22620,1.92,3.04,2001
893,Miscellaneous professional and related services ,81000,57394,2407,2407,4.19,4.19,2001
19000,PUBLIC ADMINISTRATION,9064000,6081787,1959636,2208798,32.22,36.32,2001
900,Executive and legislative offices ,268000,146064,13470,16828,9.22,11.52,2001
901,"General government, n.e.c. ",1110000,733936,174829,198837,23.82,27.09,2001
910,"Justice, public order, and safety ",3496000,2522736,1132788,1210930,44.9,48.0,2001
921,"Public finance, taxation, and monetary policy ",552000,371116,121724,149246,32.8,40.22,2001
922,Administration of human resources programs ,1297000,857346,236561,274177,27.59,31.98,2001
930,Administration of environmental quality and housing programs ,497000,263377,67472,80072,25.62,30.4,2001
931,Administration of economic programs ,960000,593909,141344,175819,23.8,29.6,2001
932,National security and international affairs ,884000,593299,71445,102885,12.04,17.34,2001
